#,Job_ID,WeatherFile,ModelFile,@@P1@@,@@P2@@,@@P3@@,@@P4@@,@@P5@@,@@P6@@,@@P7@@,@@P8@@,@@P9@@,@@P10@@,@@P11@@,@@P12@@,@@P13@@,@@P14@@,@@P15@@,@@location@@,c0: A1,c1: A2,c2: A3,c3: A4,c4: A5,c5: A6,c6: A7,c7: A8,c8: P1,c9: P2,c10: P3,c11: P4,c12: P5,c13: P6,c14: P7,c15: P8,c16: Ptimestamp,c17: SPC_SenI_Fac,c18: SPC_SenD_Fac,c19: SPC_Lat_Fac,c20: SPC_Tot_Fac,c21: Ptime_SPC,c22: SPC_SenSizing_Fac,c23: SPC_SenI2_Fac,c24: SPC_SenI+D_Fac,c25: SPC_AirFrac,c26: SPC_AirFlow,c27: SPC_AirFlowperSPC,c28: P1_June,c29: P2_June,c30: P3_June,c31: P4_June,c32: P5_June,c33: P6_June,c34: P7_June,c35: P8_June,c36: SPC_ET_June,c37: P1_July,c38: P2_July,c39: P3_July,c40: P4_July,c41: P5_July,c42: P6_July,c43: P7_July,c44: P8_July,c45: SPC_ET_July,c46: P1_August,c47: P2_August,c48: P3_August,c49: P4_August,c50: P5_August,c51: P6_August,c52: P7_August,c53: P8_August,c54: SPC_ET_August,c55: An_Tes1,c56: P_Test1,c57: P_Time_Test1,c58: An_Tes2,c59: P_Test2,c60: P_Time_Test2,c61: An_Tes3,c62: P_Test3,c63: P_Time_Test3,c64: Cooling_Not_Met
0,01_Mean_T_Case_Large_0001,CHN_Beijing.epw_AN_T-0.5_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C4,5061296.57,579502.7,162703.88,271479.66,140173.97,0,0,0,2073425.89,579100.16,266461.4,70193.16,38634.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1786528.08,493357.83,71796.29,63702.78,38634.65,0,0,0,1449053.02,1873966.81,558094.22,88008.24,70193.18,38634.65,0,0,0,1420141.89,2073425.89,579100.16,266461.4,70193.16,38634.65,0,0,0,1302755.44,3558178.55,3350062.67,0,2704473.72,2173030.89,0,0,0,0,5.83
1,01_Mean_T_Case_Large_0002,CHN_Beijing.epw_AN_T-0_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C4,5006285.03,541922.13,160902.92,262227.34,133796.29,0,0,0,2047246.12,559803.11,262173.11,68519.84,37713.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1764046.96,473786.21,71338.8,62171.88,37713.54,0,0,0,1435841.56,1847601.63,539320.59,83011.12,68519.86,37713.54,0,0,0,1399718.33,2047246.12,559803.11,262173.11,68519.84,37713.54,0,0,0,1311466.11,3388338.61,3273847,0,2600439.85,2147353.04,0,0,0,0,5.67
2,01_Mean_T_Case_Large_0003,CHN_Beijing.epw_AN_T-1.5_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C4,5176847.58,659682.69,166442.11,290300.3,152986.12,0,0,0,2126324.16,621046.49,272140.51,73593.38,40507.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1839127.75,539421.13,73413.01,66749.83,40507.27,0,0,0,1482436.96,1975883.81,599356.57,180049.19,73600.86,40507.27,0,0,0,1504439.69,2126324.16,621046.49,272140.51,73593.38,40507.27,0,0,0,1185503.73,3914500.03,3505311.97,0,2918830.95,2224189.98,0,0,0,0,6.33
3,01_Mean_T_Case_Large_0004,CHN_Beijing.epw_AN_T-1_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C4,5117367.89,618861.47,164540.79,280000.14,146529.13,0,0,0,2099106.19,599228.88,269391.8,71883.71,39565.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1811742.48,515435.95,72442.96,65261.78,39565.27,0,0,0,1464075.26,1914978.22,579911.24,141242.17,71889.61,39565.27,0,0,0,1490360.21,2099106.19,599228.88,269391.8,71883.71,39565.27,0,0,0,1270338.57,3733858.47,3424270.48,0,2810719.82,2207499.12,0,0,0,0,6.17
4,01_Mean_T_Case_Large_0005,CHN_Beijing.epw_AN_T-2.5_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C4,5308611.56,750438.91,170595.57,312503.07,167637.65,0,0,0,2178847.14,663160,277117.42,77097.19,42436.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1883402.84,577378.46,74855.25,69696.59,42436.01,0,0,0,1507567.79,2107835.68,639249.33,230015,77098.81,42436.01,0,0,0,1400230.52,2178847.14,663160,277117.42,77097.19,42436.01,0,0,0,1159196.74,4298546.88,3662819.93,0,3146644.84,2305093.64,0,0,0,0,7.33
5,01_Mean_T_Case_Large_0006,CHN_Beijing.epw_AN_T-2_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C4,5240726.1,703459.07,168487.6,301303.96,160039.11,0,0,0,2152315.64,641850.18,274632.78,75331.88,41464.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1861456.13,559262.41,73440.83,68252.09,41464.28,0,0,0,1490978.42,2050122.04,619716.02,231232.41,75339.4,41464.28,0,0,0,1504854.57,2152315.64,641850.18,274632.78,75331.88,41464.28,0,0,0,1177656.97,4102424.49,3581780.69,0,3030648.28,2260890.59,0,0,0,0,6.67
6,01_Mean_T_Case_Large_0007,CHN_Beijing.epw_AN_T-3.5_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C4,5449954.85,849713.95,174823.13,334155.98,183825.43,0,0,0,2233598.19,707360.22,282073.93,80705.31,44422.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928203.64,615552.39,75554.59,73637.93,44422.21,0,0,0,1531255.48,2189965.63,682513.78,263286.14,80706.98,44422.21,0,0,0,1334769,2233598.19,707360.22,282073.93,80705.31,44422.21,0,0,0,1124765.26,4703568.91,3819571.24,0,3381853.63,2387794.16,0,0,0,0,10.5
7,01_Mean_T_Case_Large_0008,CHN_Beijing.epw_AN_T-3_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C4,5376240.54,798398.43,172694.35,322342.75,175368.67,0,0,0,2205936.17,684991.85,279597.81,78888.12,43421.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1906077.11,596231.07,75821.64,71566.02,43421.87,0,0,0,1525971.94,2150647.87,660617.97,248681.76,78889.74,43421.87,0,0,0,1361784.9,2205936.17,684991.85,279597.81,78888.12,43421.87,0,0,0,1142322.06,4497279.13,3740399.02,0,3262368.3,2348748.87,0,0,0,0,9.33
8,01_Mean_T_Case_Large_0009,CHN_Beijing.epw_AN_T-4.5_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C4,5607535.01,961286.45,179320.64,358036.09,201455.48,0,0,0,2290705,753761.5,287016.9,84421.99,46468.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975728.01,655653.24,76663.9,77906.24,46468.1,0,0,0,1559387.9,2262149.38,727934.74,284286.43,84423.6,46468.1,0,0,0,1292221.78,2290705,753761.5,287016.9,84421.99,46468.1,0,0,0,1089042.17,5133316.93,3984673.66,0,3628072.24,2472459.01,0,0,0,0,12.33
9,01_Mean_T_Case_Large_0010,CHN_Beijing.epw_AN_T-4_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C4,5525448.19,903600.79,177021.45,345142.91,192246.68,0,0,0,2261848.04,730277.56,284546.78,82549.7,45437.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952905.07,635356.05,76922.68,76152.35,45437.48,0,0,0,1553971.39,2228315.74,704948.89,276341.5,82551.35,45437.48,0,0,0,1312857.71,2261848.04,730277.56,284546.78,82549.7,45437.48,0,0,0,1106534.7,4914913.92,3902292.78,0,3503112.12,2432605.4,0,0,0,0,11.5
10,01_Mean_T_Case_Large_0011,CHN_Beijing.epw_AN_T-5.5_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C4,5782035.09,1084702.78,184493.83,383875.66,221526.46,0,0,0,2350150.11,802343.77,291951.01,88245.81,48573.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024482.59,697724.54,77500.38,81648.15,48573.01,0,0,0,1584366.92,2323347.46,775539.5,291951.01,88247.42,48573.01,0,0,0,1253802.78,2350150.11,802343.77,291951.01,88245.81,48573.01,0,0,0,1057157.3,5590869.14,4159655.14,0,3888106.64,2554105.21,0,0,0,0,17.33
11,01_Mean_T_Case_Large_0012,CHN_Beijing.epw_AN_T-5_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C4,5695026.94,1022429.6,181856.67,371754.12,211550.19,0,0,0,2320084.15,777736.5,289484.95,86315.67,47510.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000203.06,676394.79,77458.33,79802.9,47510.52,0,0,0,1575774.05,2293769.22,751419.95,289484.95,86317.28,47510.52,0,0,0,1272481.04,2320084.15,777736.5,289484.95,86315.67,47510.52,0,0,0,1072890.24,5359576.25,4070352.45,0,3757197.85,2514072.29,0,0,0,0,15
12,01_Mean_T_Case_Large_0013,CHN_Beijing.epw_AN_T-6_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C4,5873722.54,1151690.06,187118.5,396292.3,231185.33,0,0,0,2380838.46,827529.5,294414.5,90205.94,49652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2050204.73,719569,78322.44,83624.77,49652,0,0,0,1601357.16,2353553.3,800242.73,294414.5,90207.55,49652,0,0,0,1234218.95,2380838.46,827529.5,294414.5,90205.94,49652,0,0,0,1040514.5,5828882.29,4252622.48,0,4021719.84,2596544.07,0,0,0,0,19.5
13,01_Mean_T_Case_Large_0014,EGY_Cairo.epw_AN_T-0.5_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C2,5540731.12,966298.44,178178.99,302252.81,186462.01,0,0,0,1784194.34,489687.9,74141.58,65356.27,35972.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1762010.59,468064.23,76747.85,62189.92,35972.07,0,0,0,1627970.69,1771938.35,485959.5,66617.54,64352.72,35972.07,0,0,0,1496164.94,1784194.34,489687.9,74141.58,65356.27,35972.07,0,0,0,1560594.22,5636972.04,3012931.67,0,4805811.48,2582511.34,0,0,0,0,0
14,01_Mean_T_Case_Large_0015,EGY_Cairo.epw_AN_T-0_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C2,5471642.82,909779.94,175413.81,296190.44,182719.75,0,0,0,1764885.89,476086.16,71000.87,63457.3,35305.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1745571.85,454708.9,75753.36,60768.03,35305.04,0,0,0,1608055.39,1754744.34,471727.59,65845.51,62829.68,35305.04,0,0,0,1478869.58,1764885.89,476086.16,71000.87,63457.3,35305.04,0,0,0,1540430.05,5385940.06,2946429.25,0,4636591.42,2545167.06,0,0,0,0,0
15,01_Mean_T_Case_Large_0016,EGY_Cairo.epw_AN_T-1.5_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C2,5692924.66,1087745.11,184174.63,317244.29,196221.75,0,0,0,1821159.37,517421.97,79576.51,67804.58,37319.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793957.13,496159.98,77984.94,63455.91,37319.79,0,0,0,1659135.34,1809265.96,513755.47,71349.63,67804.55,37319.79,0,0,0,1530660.64,1821159.37,517421.97,79576.51,67804.58,37319.79,0,0,0,1584482.31,6163075.39,3168874.31,0,5150625.31,2648974.14,0,0,0,0,0
16,01_Mean_T_Case_Large_0017,EGY_Cairo.epw_AN_T-1_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C2,5614024.14,1025202.93,181140.11,309256.64,190885.59,0,0,0,1803117.44,503428.8,77432.26,66576.24,36643.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1777754.11,481681.66,76826.76,63565.54,36643.62,0,0,0,1637290.06,1789524.43,499727.74,67755.97,66360.57,36643.62,0,0,0,1519209.28,1803117.44,503428.8,77432.26,66576.24,36643.62,0,0,0,1575998.81,5895209.32,3097057.71,0,4976801.34,2612420.58,0,0,0,0,0
17,01_Mean_T_Case_Large_0018,EGY_Cairo.epw_AN_T-2.5_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C2,5855931.14,1220043.54,190127.35,332251.76,205969.61,0,0,0,1861660.21,546179.18,87470.3,70287.59,38686.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1828091.53,524452.06,79012.76,66903.57,38686.62,0,0,0,1687813.01,1849033.14,542598.19,78424.25,70287.57,38686.62,0,0,0,1560562.62,1861660.21,546179.18,87470.3,70287.59,38686.62,0,0,0,1612995.65,6719164.86,3319286.41,0,5497386.33,2719329.56,0,0,0,0,0
18,01_Mean_T_Case_Large_0019,EGY_Cairo.epw_AN_T-2_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C2,5771634.47,1151884.42,187160.18,324266.72,200784.27,0,0,0,1842478.4,531671.31,84728.12,69041.67,38000.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1811155.04,510319.55,78603.8,65194.4,38000.77,0,0,0,1674781.98,1829297.67,528045.33,75173.41,69041.64,38000.77,0,0,0,1548109.15,1842478.4,531671.31,84728.12,69041.67,38000.77,0,0,0,1605769.47,6436594.77,3247957.29,0,5323330.19,2683087.94,0,0,0,0,0
19,01_Mean_T_Case_Large_0020,EGY_Cairo.epw_AN_T-3.5_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C2,6039879.47,1365746.97,196265.99,351450.98,218876.65,0,0,0,1911096.63,570921.69,144918.25,72813.25,40073.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1863069.61,552634.76,80448.95,70875.86,40073.52,0,0,0,1718865.65,1892622.84,572512.77,88193,72807.03,40073.52,0,0,0,1592235.51,1911096.63,570921.69,144918.25,72813.25,40073.52,0,0,0,1759731.9,7309436.96,3452713.34,0,5849756.27,2786141.01,0,0,0,0,0
20,01_Mean_T_Case_Large_0021,EGY_Cairo.epw_AN_T-3_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C2,5943655.3,1290202.27,193027.19,340935.43,211951.54,0,0,0,1884819.42,560949.97,93912.96,71542.54,39377.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1845170.06,538424.83,79530.44,68800.83,39377.43,0,0,0,1701922.56,1869669.7,557411.87,82301.37,71542.51,39377.43,0,0,0,1573351.14,1884819.42,560949.97,93912.96,71542.54,39377.43,0,0,0,1632604.19,7001461.83,3399422.65,0,5664788.84,2750114.1,0,0,0,0,0
21,01_Mean_T_Case_Large_0022,EGY_Cairo.epw_AN_T-4.5_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C2,6242680.66,1527821.13,202922.12,372294.86,232103.66,0,0,0,2013353.91,601213.12,212914.72,75373.36,41482.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1897908.97,581837.17,81237.6,74314.9,41482.78,0,0,0,1742727.65,1937374.27,603539.64,97948.19,75367.14,41482.78,0,0,0,1616438.01,2013353.91,601213.12,212914.72,75373.36,41482.78,0,0,0,1795947.3,7957062.63,3569001.79,0,6226355.05,2859220.42,0,0,0,0,0
22,01_Mean_T_Case_Large_0023,EGY_Cairo.epw_AN_T-4_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C2,6138036.69,1444404.14,199571.34,361412.34,225110,0,0,0,1952598.86,585931.55,169434.19,74087.98,40775.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1880646.95,567099.82,80870.44,72864.95,40775.22,0,0,0,1730521.13,1914081.8,587881.93,92306.37,74081.76,40775.22,0,0,0,1599671.75,1952598.86,585931.55,169434.19,74087.98,40775.22,0,0,0,1776272.83,7628192.88,3509902.26,0,6037411.66,2824406.46,0,0,0,0,0
23,01_Mean_T_Case_Large_0024,EGY_Cairo.epw_AN_T-5.5_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C2,6465823.3,1705573.65,209894.84,395645.32,247170.6,0,0,0,2138613.68,632618.85,302730.79,77977.71,42916.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1936059.53,612134.87,84000.02,77971.71,42916.41,0,0,0,1768127.58,2000438.89,635777.04,124737.43,77971.49,42916.41,0,0,0,1641339.53,2138613.68,632618.85,302730.79,77977.71,42916.41,0,0,0,1778184.11,8644331.53,3683388.75,0,6608991.31,2930593.81,0,0,0,0,1.33
24,01_Mean_T_Case_Large_0025,EGY_Cairo.epw_AN_T-5_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C2,6349663.97,1613676.72,206339.31,383162.35,238946.72,0,0,0,2066883.28,613280.15,252366.89,76669.83,42196.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1915978.31,596834.68,81433.63,76476.99,42196.48,0,0,0,1751491.58,1968044.12,619488.95,110658.51,76663.66,42196.48,0,0,0,1631802.44,2066883.28,613280.15,252366.89,76669.83,42196.48,0,0,0,1802616.95,8296367.94,3631461.91,0,6417061.8,2894407.88,0,0,0,0,0
25,01_Mean_T_Case_Large_0026,EGY_Cairo.epw_AN_T-6_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C2,6581706.5,1800188.65,213508.39,406643.04,253827.54,0,0,0,2175972.51,648865.21,321797.67,79297.04,43642.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956332.21,627685.15,86676.84,79291.04,43642.66,0,0,0,1785862.83,2043017.78,651025.68,150022.08,79290.84,43642.66,0,0,0,1654529.36,2175972.51,648865.21,321797.67,79297.04,43642.66,0,0,0,1718253,9001756.48,3749092.33,0,6802997.9,2967417.07,0,0,0,0,2
26,01_Mean_T_Case_Large_0027,GBR_London.epw_AN_T-0.5_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C6,4540867.49,191773.49,127843.88,193050.97,121198.53,0,0,0,1565993.07,304091,71760.84,44866.84,26237.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565993.07,304091,71760.84,44866.84,26237.87,0,0,0,1355760.91,1476826.18,236793.22,51273,43485.57,26237.87,0,0,0,1125294.44,1490186.62,249055.45,52360.25,43496.53,26237.87,0,0,0,1139777.14,1420386,1999087.03,0,1314418.73,1769017.21,0,0,0,0,0
27,01_Mean_T_Case_Large_0028,GBR_London.epw_AN_T-0_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C6,4505565.89,172727.87,127483.35,184150.41,114203.64,0,0,0,1550900.97,292208.1,70730.44,43434.93,25490.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550900.97,292208.1,70730.44,43434.93,25490.98,0,0,0,1334892.27,1458055.23,221121.16,50120.22,42286.36,25490.98,0,0,0,1101973.1,1471799.18,233602.9,51379.29,42289.49,25490.98,0,0,0,1119234.34,1320161.25,1928824.35,0,1239269.03,1728063.75,0,0,0,0,0
28,01_Mean_T_Case_Large_0029,GBR_London.epw_AN_T-1.5_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C6,4615744.99,235611.97,128634.11,209996.4,134501.87,0,0,0,1597167.42,328674.31,73843.22,47866.39,27746.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1597167.42,328674.31,73843.22,47866.39,27746.98,0,0,0,1397750.02,1515824.66,269574.48,53540.31,45926.36,27746.98,0,0,0,1170687.09,1529005.71,311340.51,61707.72,45840.57,27746.98,0,0,0,1241678.61,1651127.34,2142335.11,0,1481213.52,1851296.8,0,0,0,0,0
29,01_Mean_T_Case_Large_0030,GBR_London.epw_AN_T-1_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C6,4577589.48,212552.83,128125.98,201536.87,128373.18,0,0,0,1581405.69,316217.67,72811.13,46352.84,26987.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581405.69,316217.67,72811.13,46352.84,26987.52,0,0,0,1376845.96,1496096.88,252966.77,52415.65,44690.41,26987.52,0,0,0,1148258.54,1509136.32,265060.05,53343.89,44708.34,26987.52,0,0,0,1160367.42,1529127.37,2070375.39,0,1393631.28,1810243.62,0,0,0,0,0
30,01_Mean_T_Case_Large_0031,GBR_London.epw_AN_T-2.5_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C6,4696890.07,288065.17,129776.48,226009.45,146038.34,0,0,0,1629685.15,354507.81,75883.97,50969.11,29287.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629685.15,354507.81,75883.97,50969.11,29287.74,0,0,0,1439342.84,1559955.65,313140.84,50087.36,48403.19,29287.74,0,0,0,1156100.96,1570429.25,346159.23,64005,48607.35,29287.74,0,0,0,1285478.94,1926909.47,2288481.28,0,1672443.64,1933241.13,0,0,0,0,0
31,01_Mean_T_Case_Large_0032,GBR_London.epw_AN_T-2_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C6,4657898.72,261046.92,129363.68,219231.26,141256.24,0,0,0,1613246.42,341438.43,74858.84,49398.72,28513.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1613246.42,341438.43,74858.84,49398.72,28513.91,0,0,0,1418492.22,1537531.29,293738.5,49093.11,47149.26,28513.91,0,0,0,1134539.67,1550146.14,329307.11,62856.79,47098.41,28513.91,0,0,0,1263576.57,1786018.2,2214940.24,0,1576410.1,1892199.16,0,0,0,0,0
32,01_Mean_T_Case_Large_0033,GBR_London.epw_AN_T-3.5_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C6,4783951.57,349701.06,131161.91,240015.6,156072.38,0,0,0,1663622.19,381640.19,77894.8,54189.64,30861.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1663622.19,381640.19,77894.8,54189.64,30861.04,0,0,0,1480654.15,1606645.41,353741.69,52051.5,50954.66,30861.04,0,0,0,1198946.05,1613728.77,354559.24,58179.14,51092.83,30861.04,0,0,0,1262670.13,2244063.64,2437735.38,0,1881365.21,2014939.69,0,0,0,0,0
33,01_Mean_T_Case_Large_0034,GBR_London.epw_AN_T-3_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C6,4738558.64,317698.7,130401.57,232614.49,150843.26,0,0,0,1646478.92,367894.96,76907.37,52570.91,30069.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646478.92,367894.96,76907.37,52570.91,30069.15,0,0,0,1460184.25,1582969.15,333118.78,51073.87,49670.83,30069.15,0,0,0,1177571.42,1590314.82,334231.24,57224.13,49753.78,30069.15,0,0,0,1242298.71,2080000.51,2362866.38,0,1774417.51,1974289.01,0,0,0,0,0
34,01_Mean_T_Case_Large_0035,GBR_London.epw_AN_T-4.5_Rm-1_Rd-1.epw,Large_Office_DOE_JP1_Sizing_File.imf,1.311,0.049,0.25,6.92716,10.76,10.76,18.58,24,6.7,0.000673,0.000302,5.5,0.2,0,0,C6,4879338.21,421247.07,133265.35,252697.96,165127.21,0,0,0,1698990.98,410089.43,79888.07,57511.65,32465.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698990.98,410089.43,79888.07,57511.65,32465.3,0,0,0,1521897.08,1656713.93,398873.44,52787.59,53551.08,32465.3,0,0,0,1228135.88,1655302.36,389843.66,60085.76,53871.12,32465.3,0,0,0,1303451.89,2605826.37,2590520.56,0,2111377.6,2096623.31,0,0,0,0,0
