#,Job_ID,WeatherFile,ModelFile,@@P1@@,@@P2@@,@@P3@@,@@P4@@,@@P5@@,@@P6@@,@@P7@@,@@P8@@,@@P9@@,@@P10@@,@@P11@@,@@P12@@,@@P13@@,@@P14@@,@@P15@@,@@location@@,c0: A1,c1: A2,c2: A3,c3: A4,c4: A5,c5: A6,c6: A7,c7: A8,c8: P1,c9: P2,c10: P3,c11: P4,c12: P5,c13: P6,c14: P7,c15: P8,c16: Ptimestamp,c17: SPC_SenI_Fac,c18: SPC_SenD_Fac,c19: SPC_Lat_Fac,c20: SPC_Tot_Fac,c21: Ptime_SPC,c22: SPC_SenSizing_Fac,c23: SPC_SenI2_Fac,c24: SPC_SenI+D_Fac,c25: SPC_AirFrac,c26: SPC_AirFlow,c27: SPC_AirFlowperSPC,c28: P1_June,c29: P2_June,c30: P3_June,c31: P4_June,c32: P5_June,c33: P6_June,c34: P7_June,c35: P8_June,c36: SPC_ET_June,c37: P1_July,c38: P2_July,c39: P3_July,c40: P4_July,c41: P5_July,c42: P6_July,c43: P7_July,c44: P8_July,c45: SPC_ET_July,c46: P1_August,c47: P2_August,c48: P3_August,c49: P4_August,c50: P5_August,c51: P6_August,c52: P7_August,c53: P8_August,c54: SPC_ET_August,c55: An_Tes1,c56: P_Test1,c57: P_Time_Test1,c58: An_Tes2,c59: P_Test2,c60: P_Time_Test2,c61: An_Tes3,c62: P_Test3,c63: P_Time_Test3,c64: Cooling_Not_Met
3795,Case_C4_Small_0676,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,1.185714286,0.1,0.5,5.285714286,11.42857143,8.285714286,13.57142857,21,0,0.001571429,0.05,3.142857143,0,0.428571429,0,C4,82971.81,19071.6,18423.37,0,0,0,0,0,35856.48,21851.16,3928.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31349.45,0,3928.21,0,0,0,0,0,21470.54,33710.54,0,3928.21,0,0,0,0,0,20368.65,35856.48,0,3928.21,0,0,0,0,0,20193.42,70921.65,72510.67,0,51280.15,41549.69,0,19641.51,36957.2,0,6.83
3796,Case_C4_Small_0677,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,1.457142857,0.22,0.439285714,7,7.142857143,6,5,23.85714286,0,2.00E-04,0.878571429,5.028571429,0,0.285714286,0,C4,50932.66,5935.3,12090.17,0,0,0,0,0,16255.35,7214.5,2322.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15465.11,0,2322.79,0,0,0,0,0,19028.06,15310.15,0,2322.79,0,0,0,0,0,17730.14,16255.35,0,2322.79,0,0,0,0,0,19614.92,36006.83,53001.92,0,26614.69,23836.16,0,9392.15,38661.31,0,0
3797,Case_C4_Small_0678,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,1.457142857,0.22,0.439285714,7,7.142857143,6,5,23.85714286,0,2.00E-04,0.878571429,5.028571429,0,0.857142857,0,C4,54458.61,6121.27,12107.2,0,0,0,0,0,16273.72,7225.87,2329.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15484.56,0,2329.78,0,0,0,0,0,19073.74,15328.3,0,2329.78,0,0,0,0,0,17774.12,16273.72,0,2329.78,0,0,0,0,0,19656.86,37158.38,53271.47,0,27597.69,23896.43,0,9560.69,38296.56,0,0
3798,Case_C4_Small_0679,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,1.457142857,0.22,0.439285714,7,7.142857143,6,5,23.85714286,0,2.00E-04,0.878571429,3.142857143,0,0.857142857,0,C4,58131.37,9794.03,12107.2,0,0,0,0,0,20609.24,11561.39,2329.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19346.59,0,2329.78,0,0,0,0,0,19073.74,19096.58,0,2329.78,0,0,0,0,0,17774.12,20609.24,0,2329.78,0,0,0,0,0,19656.86,37158.38,53271.47,0,27597.69,23896.43,0,9560.69,38296.56,0,0
3799,Case_C4_Small_0680,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,1.457142857,0.22,0.439285714,7,7.142857143,6,13.57142857,23.85714286,0,2.00E-04,0.878571429,3.142857143,0,0.857142857,0,C4,53310,7128.55,9951.31,0,0,0,0,0,17746.05,9126.79,1901.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16390.9,0,1901.19,0,0,0,0,0,14967.13,16356.53,0,1901.19,0,0,0,0,0,13677.33,17746.05,0,1901.19,0,0,0,0,0,15556.74,26188.25,41216.96,0,20210.78,19379.8,0,5977.48,29320.65,0,0
3800,Case_C4_Small_0681,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,0.371428571,0.22,0.439285714,7,7.142857143,6,13.57142857,23.85714286,0,2.00E-04,0.878571429,3.142857143,0,0.857142857,0,C4,53067.96,7047.13,9790.69,0,0,0,0,0,17569.48,8972.27,1879.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16266.16,0,1879.14,0,0,0,0,0,14720.96,16267.3,0,1879.14,0,0,0,0,0,13520.95,17569.48,0,1879.14,0,0,0,0,0,15156.05,25931.91,42700.74,0,20005.37,19163.87,0,5926.54,31245.22,0,0
3801,Case_C4_Small_0682,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,0.371428571,0.22,0.439285714,7,7.142857143,6,13.57142857,23.85714286,0,2.00E-04,0.05,3.142857143,0,0.857142857,0,C4,51778.18,7078.18,8469.86,0,0,0,0,0,16238.86,7718.59,1802.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15525.51,0,1802.2,0,0,0,0,0,14000.85,15218.34,0,1802.2,0,0,0,0,0,12576.7,16238.86,0,1802.2,0,0,0,0,0,14219.07,26623.87,27106.99,0,21959,18025.99,0,4664.87,14416.27,0,0
3802,Case_C4_Small_0683,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,0.371428571,0.22,0.196428571,7,7.142857143,6,13.57142857,23.85714286,0,2.00E-04,0.05,3.142857143,0,0.857142857,0,C4,48492.51,5717.94,6544.44,0,0,0,0,0,15005.13,6886.79,1400.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14261.27,0,1400.28,0,0,0,0,0,12081.5,14032.79,0,1400.28,0,0,0,0,0,10705.51,15005.13,0,1400.28,0,0,0,0,0,12003.66,21263.8,26211.43,0,16723.6,15078.03,0,4540.2,15417.46,0,0
3803,Case_C4_Small_0684,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,0.371428571,0.22,0.196428571,7,7.142857143,6,13.57142857,21,0,2.00E-04,0.05,3.142857143,0,0.857142857,0,C4,61064.51,11728.86,13105.51,0,0,0,0,0,19253.27,9727.68,2807.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18512.93,0,2807.52,0,0,0,0,0,16476.64,18614.31,0,2807.52,0,0,0,0,0,12964.47,19253.27,0,2807.52,0,0,0,0,0,16937.96,44782.83,47023.66,0,39369.19,23725.22,0,5413.64,27790.27,0,0
3804,Case_C4_Small_0685,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,0.371428571,0.22,0.196428571,7,7.142857143,6,13.57142857,21,0,0.002942857,0.05,3.142857143,0,0.857142857,0,C4,67315.91,17979.77,13106,0,0,0,0,0,28801.55,19275.97,2807.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27847.5,0,2807.52,0,0,0,0,0,16354.22,28318.1,0,2807.52,0,0,0,0,0,10528.63,28666.76,0,2807.52,0,0,0,0,0,9075.55,70182.95,79482.42,0,42531.84,49041.56,0,27651.1,52657.12,0,218.33
3805,Case_C4_Small_0686,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,0.371428571,0.22,0.196428571,7,7.142857143,15.14285714,13.57142857,21,0,0.002942857,0.05,3.142857143,0,0.857142857,0,C4,93193.21,21819.33,16203.5,0,0,0,0,0,38727.83,23865.75,3470.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36285.87,0,3470.58,0,0,0,0,0,20594.47,37922.75,0,3470.58,0,0,0,0,0,15749.56,38727.83,0,3470.58,0,0,0,0,0,14114.63,83576.4,92677.03,0,52542.15,53984.72,0,31034.25,58509.1,0,101
3806,Case_C4_Small_0687,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,0.371428571,0.06,0.196428571,7,7.142857143,15.14285714,13.57142857,21,0,0.002942857,0.05,3.142857143,0,0.857142857,0,C4,93162.93,21800.45,16192.1,0,0,0,0,0,38711.26,23851.39,3468.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36264.06,0,3468.36,0,0,0,0,0,20553.57,37903.66,0,3468.36,0,0,0,0,0,15749.46,38711.26,0,3468.36,0,0,0,0,0,14183.14,83509.3,92631.15,0,52494.02,53941.65,0,31015.28,58503.61,0,102
3807,Case_C4_Small_0688,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,0.371428571,0.06,0.196428571,7,15.71428571,15.14285714,13.57142857,21,0,0.002942857,0.05,3.142857143,0,0.857142857,0,C4,115221.13,24791.65,18759.18,0,0,0,0,0,47235.84,27448.84,4014.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43428.7,0,4014.14,0,0,0,0,0,23981.23,46006.16,0,4014.14,0,0,0,0,0,20033.1,47235.84,0,4014.14,0,0,0,0,0,18395.46,94070.69,102417.55,0,60994.91,57913.54,0,33075.78,62084.46,0,51
3808,Case_C4_Small_0689,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,0.371428571,0.06,0.196428571,3.571428571,15.71428571,15.14285714,13.57142857,21,0,0.002942857,0.05,3.142857143,0,0.857142857,0,C4,113858.31,24429.49,17758.52,0,0,0,0,0,45849.49,26261.71,3814.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42560.7,0,3814.92,0,0,0,0,0,22887.66,44935.8,0,3814.92,0,0,0,0,0,18823,45849.49,0,3814.92,0,0,0,0,0,16952.28,93240.09,99401.85,0,60193.54,56619.98,0,33046.55,61508.73,0,52.17
3809,Case_C4_Small_0690,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,0.371428571,0.06,0.075,7,5,12.85714286,5,25.28571429,0,0.000885714,0.05,4.557142857,0,0.142857143,0,C4,51052.15,4209.44,6175.95,0,0,0,0,0,16767.76,6317.21,1322.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16488.91,0,1322.74,0,0,0,0,0,13568.74,16580.35,0,1322.74,0,0,0,0,0,10976.55,16736.01,0,1322.74,0,0,0,0,0,10011.75,23649.77,35261.84,0,14630.53,21798.05,0,9019.24,19953.22,0,18.5
3810,Case_C4_Small_0691,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,0.371428571,0.06,0.075,7,5,12.85714286,5,25.28571429,0,0.000885714,0.05,4.557142857,0,0.714285714,0,C4,55833.9,4442.5,6209.77,0,0,0,0,0,16809.57,6350.59,1331.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16525.07,0,1331.17,0,0,0,0,0,13641.28,16627.79,0,1331.17,0,0,0,0,0,11078.94,16785.25,0,1331.17,0,0,0,0,0,10108.11,24969.63,35436.18,0,15543.2,21870.86,0,9426.44,19932,0,18.5
3811,Case_C4_Small_0692,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,0.371428571,0.06,0.075,7,5,12.85714286,13.57142857,25.28571429,0,0.000885714,0.05,4.557142857,0,0.714285714,0,C4,53412.69,3222.28,5008.78,0,0,0,0,0,15287.28,5085.94,1073.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14839.25,0,1073.53,0,0,0,0,0,9980.35,15108.43,0,1073.53,0,0,0,0,0,8015.39,15287.28,0,1073.53,0,0,0,0,0,7388.46,17997.22,29224.31,0,11068.3,17979.25,0,6928.92,17051.13,0,41.17
3812,Case_C4_Small_0693,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,0.371428571,0.06,0.317857143,7,5,12.85714286,13.57142857,25.28571429,0,0.000885714,0.05,4.557142857,0,0.714285714,0,C4,55826.63,4122.5,6522.51,0,0,0,0,0,16769.38,6253.3,1388.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15979.66,0,1388.27,0,0,0,0,0,12317.18,16260.12,0,1388.27,0,0,0,0,0,10595.19,16769.38,0,1388.27,0,0,0,0,0,10412.87,22657.07,33739.67,0,14883.93,20578,0,7773.15,17451.71,0,37
3813,Case_C4_Small_0694,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,0.371428571,0.06,0.317857143,3.571428571,5,12.85714286,13.57142857,25.28571429,0,0.000885714,0.05,4.557142857,0,0.714285714,0,C4,54523.14,3768.35,5573.16,0,0,0,0,0,15955.36,5633.1,1194.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15312.73,0,1194.46,0,0,0,0,0,10990.24,15499.84,0,1194.46,0,0,0,0,0,9056.36,15955.36,0,1194.46,0,0,0,0,0,8848.22,20944.58,31331.65,0,13387.35,19066.76,0,7557.23,17169.65,0,38.17
3814,Case_C4_Small_0695,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,0.371428571,0.06,0.317857143,3.571428571,5,12.85714286,13.57142857,25.28571429,0,0.003628571,0.05,4.557142857,0,0.714285714,0,C4,60493.67,5289.57,10022.47,0,0,0,0,0,21239.8,9960.63,2151.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20120.39,0,2151.36,0,0,0,0,0,10967.74,21013.88,0,2151.36,0,0,0,0,0,8461.21,20997.63,0,2151.36,0,0,0,0,0,6846.95,31012.82,68860.65,0,17733.59,40295.7,0,13279.23,48231.57,0,39.67
3815,Case_C4_Small_0696,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,0.371428571,0.06,0.317857143,3.571428571,5,12.85714286,13.57142857,25.28571429,0,0.003628571,0.878571429,4.557142857,0,0.714285714,0,C4,61494.84,5319.1,10994.12,0,0,0,0,0,21345.35,10066.18,2151.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20350.46,0,2151.36,0,0,0,0,0,12096.86,21028.81,0,2151.36,0,0,0,0,0,8826.83,21000.36,0,2151.36,0,0,0,0,0,9446.49,31173.95,69500.36,0,17760.58,41424.87,0,13413.37,48557.97,0,44.83
3816,Case_C4_Small_0697,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,0.371428571,0.06,0.317857143,3.571428571,5,12.85714286,13.57142857,25.28571429,0,0.003628571,0.878571429,2.671428571,0,0.714285714,0,C4,65249.5,9073.76,10994.12,0,0,0,0,0,28450.89,17171.72,2151.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26753.72,0,2151.36,0,0,0,0,0,12096.86,27910.91,0,2151.36,0,0,0,0,0,8826.83,27862.37,0,2151.36,0,0,0,0,0,9446.49,31173.95,69500.36,0,17760.58,41424.87,0,13413.37,48557.97,0,44.83
3817,Case_C4_Small_0698,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,0.371428571,0.06,0.317857143,3.571428571,5,22,13.57142857,25.28571429,0,0.003628571,0.878571429,2.671428571,0,0.714285714,0,C4,85886.28,11276.53,11065.78,0,0,0,0,0,33614.05,17638.37,2174.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32883.18,0,2174.43,0,0,0,0,0,16067.33,32796.1,0,2174.43,0,0,0,0,0,10727.37,32872.86,0,2174.43,0,0,0,0,0,14146.49,38996.23,70079.13,0,22228.22,45379.73,0,16768.01,48818.74,0,69
3818,Case_C4_Small_0699,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,0.371428571,0.22,0.317857143,3.571428571,5,22,13.57142857,25.28571429,0,0.003628571,0.878571429,2.671428571,0,0.714285714,0,C4,85906.72,11290.6,11072.15,0,0,0,0,0,33617.41,17641.37,2174.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32896.37,0,2174.79,0,0,0,0,0,16100.78,32799.39,0,2174.79,0,0,0,0,0,10724.07,32877.62,0,2174.79,0,0,0,0,0,14151.22,39043.19,70088.11,0,22256.56,45413.41,0,16786.64,48821.8,0,68.83
3819,Case_C4_Small_0700,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,1.457142857,0.22,0.317857143,3.571428571,5,22,13.57142857,25.28571429,0,0.003628571,0.878571429,2.671428571,0,0.714285714,0,C4,86110.75,11401.62,11165.16,0,0,0,0,0,33666.36,17685.06,2180.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33007.99,0,2180.05,0,0,0,0,0,16342.13,32847.64,0,2180.05,0,0,0,0,0,10819.53,32930.32,0,2180.05,0,0,0,0,0,14274.93,39411.88,70218.79,0,22473.71,45670.76,0,16938.18,48871.57,0,68
3820,Case_C4_Small_0701,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,1.457142857,0.22,0.317857143,3.571428571,5,22,13.57142857,22.42857143,0,0.003628571,0.878571429,2.671428571,0,0.714285714,0,C4,100797.24,22000.27,15253,0,0,0,0,0,41086.69,24303.74,2981.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40808.28,0,2981.71,0,0,0,0,0,21391.05,40187.46,0,2981.71,0,0,0,0,0,13713.16,40458.2,0,2981.71,0,0,0,0,0,12552.01,74256.33,88682.85,0,44244.16,57901.04,0,30012.17,59739.24,0,205.67
3821,Case_C4_Small_0702,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,1.457142857,0.22,0.317857143,3.571428571,13.57142857,22,13.57142857,22.42857143,0,0.003628571,0.878571429,2.671428571,0,0.714285714,0,C4,122240.09,25233.96,17504.04,0,0,0,0,0,49672.88,28050.73,3439.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48597.32,0,3439.56,0,0,0,0,0,25064.88,48728.43,0,3439.56,0,0,0,0,0,17595.36,49186.26,0,3439.56,0,0,0,0,0,16130.21,83917.01,98649.2,0,51150.63,62152.86,0,32766.38,65389.87,0,147.17
3822,Case_C4_Small_0703,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,2,0.1,0.5,2.714285714,20,8.285714286,11.42857143,21,0,2.00E-04,0.257142857,4.557142857,0,1,0,C4,101419.49,13788.09,20128.45,0,0,0,0,0,28192.56,9462.92,4271.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27591.82,0,4271.2,0,0,0,0,0,24368.51,27217.2,0,4271.2,0,0,0,0,0,25163.56,28192.56,0,4271.2,0,0,0,0,0,25146.72,80340.52,75636.9,0,72998.9,32923.91,0,7341.62,52430.5,0,0
3823,Case_C4_Small_0704,CHN_Beijing.epw,Small_Office_DOE_JP1_Sizing_File.imf,2,0.1,0.5,2.714285714,20,8.285714286,20,21,0,2.00E-04,0.257142857,4.557142857,0,1,0,C4,99607.96,12976.47,19128.53,0,0,0,0,0,27421.99,8905.7,4057.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26787.36,0,4057.84,0,0,0,0,0,22912.65,26478.61,0,4057.84,0,0,0,0,0,23718.68,27421.99,0,4057.84,0,0,0,0,0,23694.73,75200.76,72072.76,0,68755.76,32407.39,0,6445.01,49973.78,0,0
